Reportin+A5+A1:J1+A1:L2,Project Status,Donor,Programme Organization,Programme Organization Type,Implementing agency Name ,Implementing agency Acronym,Implementing agencyType,Region,Zone,Woreda,Kebele/IDP site name,HNO Woreda Pcode,Response Plan,Sector,ClusterActivities
February,On-going,BHA,BHA,International NGO,World Vision International ,WVI,International NGO,Tigray,Eastern,Wukro town,wukro IDP,ET010309,Emergency,Protection,CP_Awareness_raising_and_Information_dissemination
February,On-going,BHA,BHA,International NGO,World Vision International ,WVI,International NGO,Tigray,Eastern,Wukro town,Wukro  IDP,ET010309,Emergency,Protection,CP_MHPSS
February,On-going,BHA,BHA,International NGO,World Vision International ,WVI,International NGO,Tigray,Mekelle,Mekelle,Fraybet IDP,ET0107,Emergency,Protection,CP_MHPSS
February,On-going,BHA,BHA,International NGO,World Vision International ,WVI,International NGO,Tigray,Eastern,Wukro town,wukro IDP,ET010309,Emergency,Protection,CP_MHPSS
February,On-going,BHA,BHA,International NGO,World Vision International ,WVI,International NGO,Tigray,Mekelle,Mekelle,Adihaqi IDPs,ET0107,Emergency,Protection,CP_MHPSS
February,On-going,BHA,BHA,International NGO,World Vision International ,WVI,International NGO,Tigray,North Western,Indasilassie town,guna IDP ,ET010108,Emergency,Protection,CP_MHPSS
February,On-going,BHA,BHA,International NGO,World Vision International ,WVI,International NGO,Tigray,South Eastern,Degua Temben,Dogatemben,ET010604,Emergency,Protection,CP_Awareness_raising_and_Information_dissemination
February,On-going,BHA,BHA,International NGO,World Vision International ,WVI,International NGO,Tigray,South Eastern,Degua Temben,Dogatemben,ET010604,Emergency,Protection,CP_Awareness_raising_and_Information_dissemination
February,On-going,BHA,BHA,International NGO,World Vision International ,WVI,International NGO,Tigray,North Western,Indasilassie town,5 Angeles,ET010108,Emergency,Protection,CP_MHPSS
February,On-going,BHA,BHA,International NGO,World Vision International ,WVI,International NGO,Tigray,North Western,Indasilassie town,guna IDP ,ET010108,Emergency,Protection,CP_Awareness_raising_and_Information_dissemination
February,On-going,BHA,BHA,International NGO,World Vision International ,WVI,International NGO,Tigray,Mekelle,Mekelle,Fraybet IDP,ET0107,Emergency,Protection,CP_MHPSS
February,On-going,BHA,BHA,International NGO,World Vision International ,WVI,International NGO,Tigray,Eastern,Adigrat town,Adgrat town,ET010308,Emergency,Protection,CP_MHPSS
February,On-going,BHA,BHA,International NGO,World Vision International ,WVI,International NGO,Tigray,Eastern,Gulo Mekeda,gulomekeda host community,ET010301,Emergency,Protection,CP_Parenting_support_for_caregivers
February,On-going,BHA,BHA,International NGO,World Vision International ,WVI,International NGO,Tigray,Eastern,Adigrat town,Adigrat town ,ET010308,Emergency,Protection,CP_Parenting_support_for_caregivers
February,On-going,BHA,BHA,International NGO,World Vision International ,WVI,International NGO,Tigray,Eastern,Adigrat town,gulomekeda host community,ET010308,Emergency,Protection,CP_Case_Management_UASC
February,On-going,BHA,BHA,International NGO,World Vision International ,WVI,International NGO,Tigray,Eastern,Adigrat town,gulomekeda host community,ET010308,Emergency,Protection,CP_MHPSS
February,On-going,BHA-USAID,PLAN,International NGO,Plan International,PLAN,International NGO,Tigray,Central,Adwa,Ngiste Saba Secondary school,ET010204,Emergency ,Protection,CP_Awareness_raising_and_Information_dissemination
February,On-going,BHA-USAID,PLAN,International NGO,Plan International,PLAN,International NGO,Tigray,Central,Adwa,Ngiste Saba Secondary school,ET010204,Emergency ,Protection,CP_Capacity_Building
February,On-going,BHA-USAID,PLAN,International NGO,Plan International,PLAN,International NGO,Tigray,Central,Adwa,Ngiste Saba Secondary school,ET010204,Emergency ,Protection,CP_Capacity_Building
February,completed,SIDA,AAH,International NGO,Action Against Hunger,AAH,International NGO,Afar,Hari /Zone 5,Telalek,Telelak Woreda,ET020501,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,completed,SIDA,AAH,International NGO,Action Against Hunger,AAH,International NGO,Afar,Hari /Zone 5,Dawe,Dawe Woreda,ET020503,Emergency Response,Protection,GBV_Dignity_kits
February,On-going,USAID,AAH,International NGO,Action Against Hunger,AAH,International NGO,Oromia,Kelem Wellega,Denbi Dollo town,Dembi Dollo town,ET041806,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,UNOCHA,AAH,International NGO,Action Against Hunger,AAH,International NGO,Benishangul Gumz,Kemashi,Kamashi,kamashi woreda ,ET0604,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,USAID,AAH,International NGO,Action Against Hunger,AAH,International NGO,Oromia,Kelem Wellega,Sayo,Sayo woreda,ET041805,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,USAID,AAH,International NGO,Action Against Hunger,AAH,International NGO,Amhara,Wag Hamra,Sekota,Woleh& Mai Guilt IDP Camp,ET030802,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,UNICEF,AAH,International NGO,Action Against Hunger,AAH,International NGO,Oromia,West Wellega,Mana Sibu,Mana Sibu Woreda ,ET040101,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,UNICEF,AAH,International NGO,Action Against Hunger,AAH,International NGO,Oromia,West Wellega,Gimbi,Gimbi Woreda,ET040103,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,USAID,AAH,International NGO,Action Against Hunger,AAH,International NGO,Oromia,West Wellega,Gimbi,Gimbi Woreda,ET040103,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,UNICEF,AAH,International NGO,Action Against Hunger,AAH,International NGO,Benishangul Gumz,Kemashi,Kamashi,kamashi woreda ,ET0604,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNOCHA,AAH,International NGO,Action Against Hunger,AAH,International NGO,Benishangul Gumz,Kemashi,kamashi,kamashi woreda ,ET0604,Emergency Response,Protection,GBV_Dignity_kits
February,On-going,ECHO,AAH,International NGO,Action Against Hunger,AAH,International NGO,Benishangul Gumz,Asosa,Bambasi,Bambasi woreda ,ET060305,Emergency Response,Protection,GBV_Dignity_kits
February,On-going,ECHO,AAH,International NGO,Action Against Hunger,AAH,International NGO,Benishangul Gumz,Asosa,Bambasi,Bambasi woreda ,ET060305,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,USAID,AAH,International NGO,Action Against Hunger,AAH,International NGO,Benishangul Gumz,Asosa,Bilidigilu,Oda Buldiglu woreda ,ET060306,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,EHF,AAH,International NGO,Action Against Hunger,AAH,International NGO,Amhara,Wag Hamra,Sekota,Woleh& Mai Guilt IDP Camp,ET030802,Emergency Response,Protection,GBV-Case Management
February,On-going,USAID,AAH,International NGO,Action Against Hunger,AAH,International NGO,Oromia,West Wellega,Gimbi,Gimbi Woreda,ET040103,Emergency Response,Protection,GBV_Dignity_kits
February,On-going,USAID,AAH,International NGO,Action Against Hunger,AAH,International NGO,Oromia,Kelem Wellega,Denbi Dollo town,Dembi Dollo town,ET041806,Emergency Response,Protection,GBV-Case Management
February,On-going,USAID,AAH,International NGO,Action Against Hunger,AAH,International NGO,Amhara,Wag Hamra,Sekota,Woleh& Mai Guilt IDP Camp,ET030802,Emergency Response,Protection,GBV_Capacity_building
February,On-going,USAID,AAH,International NGO,Action Against Hunger,AAH,International NGO,Benishangul Gumz,Asosa,Bilidigilu,Oda Buldiglu woreda ,ET060306,Emergency Response,Protection,GBV_Capacity_building
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,central,Tanqua Melashe,Sheka tekli,ET010222,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,ECHO,AAH,International NGO,Action Against Hunger,AAH,International NGO,Benishangul Gumz,Asosa,Bambasi,Bambasi woreda ,ET060305,Emergency Response,Protection,GBV_Capacity_building
February,completed,SIDA,AAH,International NGO,Action Against Hunger,AAH,International NGO,Afar,Hari /Zone 5,Dawe,Dawe Woreda,ET020503,Emergency Response,Protection,GBV_Capacity_building
February,On-going,UNICEF,AAH,International NGO,Action Against Hunger,AAH,International NGO,Benishangul Gumz,Kemashi,Kamashi,kamashi woreda ,ET0604,Emergency Response,Protection,GBV_Capacity_building
February,On-going,USAID,AAH,International NGO,Action Against Hunger,AAH,International NGO,Oromia,Kelem Wellega,Sayo,Sayo woreda,ET041805,Emergency Response,Protection,GBV-Case Management
February,On-going,USAID,AAH,International NGO,Action Against Hunger,AAH,International NGO,Oromia,West Wellega,Telalek,Lata Sibu Woreda ,ET020501,Emergency Response,Protection,GBV-Case Management
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,central,Tanqua Melashe,Menachke,ET010222,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Tanqua Melashe,Simret,ET010222,Emergency Response,Protection,CP_Capacity_Building
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,central,Tanqua Melashe,H/tekli,ET010222,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,UNICEF,AAH,International NGO,Action Against Hunger,AAH,International NGO,Oromia,West Wellega,Mana Sibu,Mana Sibu Woreda ,ET040101,Emergency Response,Protection,GBV_Psychosocial_Support
February,completed,SIDA,AAH,International NGO,Action Against Hunger,AAH,International NGO,Afar,Hari /Zone 5,Telalek,Telelak Woreda,ET020501,Emergency Response,Protection,GBV_Capacity_building
February,On-going,UNICEF,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abi Adi town,Action Against Hunger Abi-addi Office,ET010211,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,central,Tanqua Melashe,Agbe,ET010222,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,central,Tanqua Melashe,Selam,ET010222,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Tanqua Melashe,Mizan,ET010222,Emergency Response,Protection,CP_Capacity_Building
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Tanqua Melashe,selam,ET010222,Emergency Response,Protection,CP_Capacity_Building
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,central,Tanqua Melashe,Smret,ET010222,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,central,Tanqua Melashe,Mizan,ET010222,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Tanqua Melashe,Menachike,ET010222,Emergency Response,Protection,GBV_Capacity_building
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Tanqua Melashe,A/weyane,ET010222,Emergency Response,Protection,GBV_Capacity_building
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,central,Abergele (TG),Yechila IDP,ET010210,Emergency Response,Protection,CP_Case_Management_UASC
February,On-going,USAID,AAH,International NGO,Action Against Hunger,AAH,International NGO,Oromia,West Wellega,Gimbi,Gimbi Woreda,ET040103,Emergency Response,Protection,GBV-Case Management
February,On-going,OCCHA,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abergele (TG),Mearey,ET010210,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abi Adi town,Abi Adi eleme,ET010211,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,UNICEF,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abi Adi town,T.college 1,ET010211,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abi Adi town,Alula-2,ET010211,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abergele (TG),Mearey,ET010210,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,central,Abergele (TG),Mearey,ET010210,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,central,Tanqua Melashe,Smret,ET010222,Emergency Response,Protection,CP_Case_Management_UASC
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,central,Tanqua Melashe,Smret,ET010222,Emergency Response,Protection,CP_Parenting_support_for_caregivers
February,On-going,UNICEF,AAH,International NGO,Action Against Hunger,AAH,International NGO,Oromia,West Wellega,Gimbi,Gimbi Woreda,ET040103,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abi Adi town,Kebelle 02,ET010211,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Tanqua Melashe,Sheka Tekli,ET010222,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abi Adi town,Bet hintset IDP,ET010211,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abi Adi town,Elli idp,ET010211,Emergency Response,Protection,CP_Case_Management_not_FTR
February,On-going,UNICEF,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abi Adi town,Kebelle 2,ET010211,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abi Adi town,Sur,ET010211,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abi Adi town,Lekatit 10,ET010211,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abi Adi town,Preparatory,ET010211,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Tanqua Melashe,Sheka Tekli,ET010222,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abi Adi town,Kebelle 2,ET010211,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abi Adi town,T.college 2,ET010211,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abi Adi town,Mai lomin,ET010211,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abi Adi town,T.college 1,ET010211,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Abi Adi town,CO-3,ET010211,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,SWAN,AAH,International NGO,Action Against Hunger,AAH,International NGO,Tigray,Central,Tanqua Melashe,Kebelle 02,ET010222,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,IRC,PIN,International NGO,Alight,Alight,International NGO,Tigray,Eastern,Ganta Afeshum,Kokob-Tsibah,ET010304,Emergency Response,Protection,GBV_Capacity_building
February,On-going,BHA,PIN,International NGO,Alight,Alight,International NGO,Tigray,Eastern,Freweyni town,Tourist hotel,ET010313,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,IRC,SCI,International NGO,Alight,Alight,International NGO,Tigray,Mekelle,Mekelle,Hope,ET010701,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
